23.41,-49.35,43.99,70.13252241
16.3,-51.63,42.53,68.84873129
16.04,-51.38,42.74,68.73058708
16.83,-50.11,41.29,67.07551789
9.73,-50.36,39.84,64.94634786
9.47,-49.6,40.46,64.70589231
3.42,-48.84,34.85,60.09629356
5.26,-45.55,37.97,59.53310844
6.31,-46.57,33.82,57.89968394
6.05,-47.83,31.54,57.61148323
7.1,-44.29,30.29,54.12483903
3.94,-40.74,30.71,51.17006254
5.26,-35.94,35.48,50.77579738
3.42,-33.15,38.59,50.98830258
3.42,-33.15,43.99,55.18821432
4.21,-35.94,50,61.72039938
8.68,-34.67,51.87,62.99085807
6.31,-38.47,53.74,66.39084726
5.52,-38.21,57.27,69.06755678
7.1,-37.2,53.53,65.57218084
7.63,-30.62,55.61,63.93960744
5.52,-32.14,51.87,61.2694614
10.52,-33.41,50,61.04832922
12.1,-34.42,48.76,60.89896551
16.57,-30.11,49.8,60.50799121
14.99,-26.07,49.38,57.81634198
18.67,-22.01,48.97,56.84250082
14.2,-18.72,48.76,54.12592724
16.04,-22.01,47.31,54.58898973
14.2,-24.8,47.93,55.80291121
19.46,-30.37,46.68,58.99195623
21.57,-29.86,47.51,60.11725709
21.04,-30.87,48.34,61.09332288
21.04,-35.43,45.85,61.645673
23.15,-32.9,42.95,58.8475573
17.88,-35.43,46.27,60.95811841
17.62,-32.65,47.72,60.44572193
18.41,-35.94,48.76,63.3099463
20.52,-33.41,49.17,62.88869056
20.78,-36.19,47.31,63.08534378
19.99,-35.43,42.95,59.15731147
16.57,-39.23,45.23,62.12335068
13.94,-40.74,41.08,59.51165936
8.68,-38.21,42.74,57.98322257
12.88,-35.68,43.16,57.46079011
14.46,-34.16,42.74,56.59244473
12.88,-34.67,44.4,57.78635912
6.05,-37.71,46.89,60.47576953
8.15,-35.18,51.46,62.8664179
6.05,-37.71,50.63,63.41958294
8.41,-36.95,49.59,62.41152698
4.73,-37.96,44.61,58.7655222
6.57,-32.65,46.06,56.83934377
4.21,-29.86,47.51,56.27205168
4.21,-28.85,47.51,55.74268293
0.79,-30.11,49.8,58.200311
4.21,-31.38,52.49,61.29949918
4.73,-33.41,50.42,60.66941074
11.31,-37.2,52.29,65.16133977
12.1,-42.52,46.68,64.29138978
9.47,-44.54,45.02,64.0335295
7.1,-48.84,43.57,65.83388565
7.36,-48.09,45.02,66.28437297
8.94,-47.58,45.02,66.1103653
5.26,-45.55,46.68,65.43311471
7.89,-46.57,50,68.78238873
11.31,-44.29,53.12,70.08034389
16.3,-43.02,55.4,72.01090473
18.15,-42.26,56.44,72.80661852
24.46,-44.29,53.95,73.96281633
22.36,-43.28,53.53,72.37809682
24.99,-46.82,52.7,74.792396
22.09,-47.07,52.91,74.18235033
20.52,-53.65,50.42,76.43015962
22.62,-50.62,54.15,77.50013742
20.52,-52.13,52.49,76.7711365
