posx,posy,ay,ax,az,my,mx,mz
54,0,0.045000000000000005,-0.0375,-1.1675,15.01,-23.6325,50.809999999999995
54,0,-0.0525,-0.2075,-0.9625000000000001,1.47,-32.9,51.209999999999994
54,1,-0.1575,0.06749999999999999,-0.9425,19.4825,-34.1625,47.565
54,1,0.015000000000000001,-0.10250000000000001,-1.0525000000000002,12.3125,-23.747500000000002,57.75
54,1,-0.1525,-0.06749999999999999,-1.0925000000000002,18.195,-34.6825,51.0375
54,2,-0.105,0.0925,-0.9650000000000001,21.627499999999998,-33.99,46.595
54,2,0.125,-0.1,-1.0275,15.620000000000001,-23.865000000000002,57.1825
54,2,-0.105,-0.1375,-1.0525,9.4325,-35.545,57.355000000000004
54,3,-0.07500000000000001,-0.0325,-1.0575,24.875,-29.907500000000002,55.644999999999996
54,3,0.10500000000000001,-0.1275,-1.105,22.6675,-18.1725,57.239999999999995
54,3,-0.1575,-0.1625,-1.05,18.012500000000003,-33.8175,51.89
53,-1,-0.035,-0.25749999999999995,-0.995,3.3049999999999997,-29.5625,59.627500000000005
53,-1,0.022499999999999996,-0.0675,-1.0075,9.860000000000001,-20.0675,55.7025
53,-1,-0.0475,-0.07250000000000001,-1.045,9.185,-26.567500000000003,52.235
53,0,-0.10250000000000001,0.015,-1.1,13.295,-27.6575,51.49000000000001
53,0,-0.0025000000000000005,-0.0325,-0.7075,19.115,-17.020000000000003,50.067499999999995
53,0,-0.08,-0.057499999999999996,-1.0850000000000002,6.734999999999999,-30.1375,55.075
53,1,-0.0975,0.019999999999999997,-1.085,12.62,-28.64,53.94
53,1,0.045,-0.18499999999999997,-1.01,2.3875,-24.322499999999998,58.32000000000001
53,1,-0.1775,-0.037500000000000006,-1.0825,15.4375,-30.595,54.0525
53,2,-0.2,-0.0825,-1.0325,8.02,-1043640.6525000001,53.425000000000004
53,2,-0.26,0.165,-0.945,21.2,-43.1325,19.46
53,2,-0.2525,-0.09250000000000001,-1.0225,12.68,-36.4075,47.7375
53,3,-0.105,0.1,-1.0350000000000001,23.590000000000003,-1043637.26,50.47
53,3,-0.06,-0.06,-1.0299999999999998,20.4,-19.0325,53.082499999999996
53,3,-0.0775,-0.06500000000000002,-1.1,17.2125,-20.0675,58.095
52,-1,-0.09250000000000001,0.09,-1.0950000000000002,26.96,-21.965000000000003,50.7525
52,-1,0.0475,-0.08,-1.1349999999999998,9.615,-20.7575,53.1975
52,-1,-0.04750000000000001,-0.055,-0.995,8.515,-26.509999999999998,51.2675
52,0,-0.05,0.0725,-1.0250000000000001,15.3175,-24.384999999999998,52.575
52,0,0.022500000000000006,-0.1175,-1.1075,2.0825000000000005,-17.134999999999998,57.69499999999999
52,0,-0.125,-0.10999999999999999,-1.02,13.2325,-30.482499999999998,48.0225
52,1,-0.065,0.03,-1.08,19.234999999999996,-25.1875,49.50000000000001
