43.78,-34.46,39.84,68.49383622
43.28,-28.67,36.1,63.23240704
42.26,-21.3,34.85,58.77176278
41.5,-16.83,34.23,56.36658407
29.36,-14.73,36.31,48.96323723
33.41,-18.94,50,63.04721802
27.84,-16.3,58.72,66.99846267
20.75,-19.46,53.32,60.43406738
15.69,-26.83,51.66,60.28914164
24.55,-24.46,49.38,60.32726167
27.58,-23.93,50.21,62.08337459
28.85,-19.99,53.32,63.83529588
26.82,-25.25,51.66,63.44785654
33.66,-21.83,43.16,58.92648047
31.89,-18.94,44.61,58.01506528
27.58,-24.99,45.65,58.89888794
32.39,-22.09,50,63.53802169
28.85,-21.57,46.68,58.96278318
23.53,-19.72,43.57,53.29994559
22.52,-16.57,46.48,54.24118085
25.81,-16.3,52.91,61.08448412
36.19,-27.62,47.72,65.95285362
42.52,-21.57,45.44,65.86356276
39.99,-16.3,49.59,65.75757143
35.18,-21.83,53.95,68.00576299
35.43,-33.14,52.49,71.47548251
33.91,-36.82,51.66,71.9329973
45.55,-32.62,49.17,74.54230879
49.6,-28.41,53.32,78.1684751
78.2,-9.2,10.37,79.41924767
35.68,58.14,32.78,75.68256338
1.77,63.4,46.48,78.63258421
-6.83,58.66,58.93,83.42894821
-63.52,38.14,35.68,82.23449641
-64.79,34.2,33.82,80.69186142
