42.578,-39.785,38.333,69.75
42.594,-39.693,38.34,69.717
42.61,-39.601,38.347,69.684
42.627,-39.509,38.354,69.651
42.643,-39.417,38.362,69.618
42.66,-39.325,38.369,69.585
42.676,-39.233,38.376,69.552
42.693,-39.14,38.383,69.52
42.709,-39.048,38.391,69.487
42.726,-38.956,38.398,69.454
42.742,-38.864,38.405,69.421
42.759,-38.772,38.413,69.388
42.775,-38.68,38.42,69.355
42.792,-38.588,38.427,69.322
42.808,-38.496,38.434,69.289
42.825,-38.404,38.442,69.256
42.841,-38.312,38.449,69.223
42.858,-38.22,38.456,69.19
42.874,-38.128,38.463,69.157
42.891,-38.036,38.471,69.124
42.907,-37.944,38.478,69.091
42.923,-37.851,38.485,69.058
42.94,-37.759,38.493,69.026
42.956,-37.667,38.5,68.993
42.973,-37.575,38.507,68.96
42.989,-37.483,38.514,68.927
43.006,-37.391,38.522,68.894
43.022,-37.299,38.529,68.861
43.039,-37.207,38.536,68.828
43.055,-37.115,38.543,68.795
43.072,-37.023,38.551,68.762
43.088,-36.931,38.558,68.729
43.105,-36.839,38.565,68.696
43.121,-36.747,38.573,68.663
43.138,-36.654,38.58,68.63
43.154,-36.562,38.587,68.597
43.171,-36.47,38.594,68.565
43.187,-36.378,38.602,68.532
43.204,-36.286,38.609,68.499
43.22,-36.194,38.616,68.466
43.237,-36.102,38.624,68.433
43.253,-36.01,38.631,68.4
43.269,-35.918,38.638,68.367
43.286,-35.826,38.645,68.334
43.302,-35.734,38.653,68.301
43.319,-35.642,38.66,68.268
43.335,-35.55,38.667,68.235
43.352,-35.457,38.674,68.202
43.368,-35.365,38.682,68.169
43.385,-35.273,38.689,68.136
43.401,-35.181,38.696,68.103
43.418,-35.089,38.704,68.071
43.434,-34.997,38.711,68.038
43.451,-34.905,38.718,68.005
43.467,-34.813,38.725,67.972
43.484,-34.721,38.733,67.939
43.5,-34.629,38.74,67.906
43.517,-34.537,38.747,67.873
43.533,-34.445,38.754,67.84
43.55,-34.353,38.762,67.807
43.566,-34.261,38.769,67.774
43.582,-34.168,38.776,67.741
43.599,-34.076,38.784,67.708
43.615,-33.984,38.791,67.675
43.632,-33.892,38.798,67.642
43.648,-33.8,38.805,67.609
43.665,-33.708,38.813,67.577
43.681,-33.616,38.82,67.544
43.698,-33.524,38.827,67.511
43.714,-33.432,38.834,67.478
43.731,-33.34,38.842,67.445
43.747,-33.248,38.849,67.412
43.764,-33.156,38.856,67.379
43.78,-33.064,38.864,67.346
43.797,-32.971,38.871,67.313
43.813,-32.879,38.878,67.28
43.83,-32.787,38.885,67.247
43.846,-32.695,38.893,67.214
43.863,-32.603,38.9,67.181
43.879,-32.511,38.907,67.148
43.895,-32.419,38.915,67.116
