39.72,-49.35,50.21,80.83405842
47.61,-49.35,45.23,82.14552635
42.88,-37.71,49.38,75.49253539
35.25,-34.42,52.08,71.69118007
30.78,-36.7,47.31,67.32410044
23.15,-43.53,46.27,67.61432023
28.15,-25.56,52.7,64.98481438
21.04,-21.76,50.83,59.15968306
23.93,-23.53,45.23,56.32103248
28.67,-24.55,46.48,59.87538559
23.15,-36.44,49.17,65.43305739
26.83,-29.86,46.27,61.25668453
29.46,-28.85,41.7,58.64387521
26.57,-32.65,41.91,59.40063552
30.51,-30.87,50,66.21039949
29.72,-32.14,46.48,63.84863663
20.78,-26.57,45.65,56.75998414
32.88,-21.51,48.97,62.78403778
20.25,-33.15,51.04,64.14099001
21.3,-34.67,57.27,70.25348248
24.2,-29.86,46.27,60.15124687
25.51,-38.21,35.27,57.92009237
22.62,-48.08,34.65,63.43479566
18.41,-45.05,40.04,63.02088701
31.56,-45.55,41.29,69.10644109
30.78,-49.86,42.74,72.52679229
-45.51,46.31,57.68,86.84905641
-49.98,59.73,52.91,94.15487985
-44.72,63.27,42.53,88.38423049
13.68,64.28,21.37,69.10671241
