26.83,-48.09,47.93,73.00535528
29.99,-43.02,50,72.45771526
31.04,-48.59,47.1,74.45051847
44.98,-45.81,40.67,75.99871973
41.56,-45.05,44.61,75.8075735
35.77,-46.06,48.34,75.74808314
33.41,-43.28,49.38,73.67340701
34.98,-45.3,50.21,76.13628898
29.99,-42.01,50.42,72.15550291
24.2,-43.53,50.42,70.87084944
23.93,-44.8,48.55,70.2622758
20.25,-46.82,46.48,69.01134182
19.99,-50.11,46.68,71.34167506
17.09,-50.87,43.99,69.38980545
19.72,-51.38,45.23,71.23577542
17.36,-47.58,45.44,68.04424737
20.52,-45.05,47.1,68.3299561
23.67,-35.43,50,65.6928748
24.46,-33.15,51.87,66.23979921
23.67,-30.37,51.25,64.10279479
19.99,-28.34,52.08,62.57061691
19.72,-26.57,51.04,60.82700798
14.46,-28.6,48.14,57.83174907
17.09,-27.58,46.48,56.6843444
16.57,-25.05,45.65,54.64421195
15.25,-26.82,43.36,53.21620524
17.36,-25.81,44.61,54.38361702
16.3,-30.37,46.27,57.69696526
19.46,-32.9,45.44,59.3792489
18.41,-33.91,46.68,60.56268323
18.67,-35.68,48.14,62.7621773
16.57,-35.68,49.38,63.13486913
19.46,-33.91,50.42,63.80247722
21.83,-32.14,49.38,62.83241918
22.88,-30.62,45.23,59.21850809
22.62,-27.33,45.02,57.31835395
21.04,-31.38,43.78,57.82797247
21.83,-32.65,39.84,55.94458866
20.25,-35.18,41.5,58.05122652
22.09,-35.43,42.12,59.3072289
22.62,-34.42,42.53,59.2047439
28.14,-35.68,43.57,62.95448276
26.83,-34.42,43.36,61.51971148
28.41,-33.41,45.85,63.44744833
28.67,-35.18,47.31,65.5578935
30.51,-31.89,47.93,65.15456316
29.46,-29.86,44.19,60.92837845
32.62,-29.36,43.36,61.69411317
34.46,-29.61,42.33,62.09728335
33.67,-30.37,40.87,61.04394073
37.35,-27.33,43.78,63.70745482
34.72,-26.32,43.36,61.46796239
31.56,-20.75,44.19,58.1321959
29.46,-20.75,43.78,56.70222659
27.62,-18.98,43.99,55.3012197
29.99,-16.7,45.02,56.6135187
31.56,-21.76,44.19,58.5003188
31.83,-21.51,47.31,60.94313005
29.72,-26.07,48.97,62.93635039
26.57,-25.05,48.97,61.08623658
26.83,-27.33,52.49,64.97674892
26.3,-26.82,53.74,65.56668361
26.57,-30.11,56.44,69.26796229
26.3,-30.87,55.4,68.65716933
24.99,-34.16,54.78,69.22610851
22.36,-30.62,54.36,66.27641813
17.62,-31.13,48.14,59.97500229
18.67,-25.05,43.57,53.61358317
18.15,-31.63,39.01,53.40093164
18.15,-35.68,34.85,53.07548775
17.36,-38.97,35.48,55.48748417
20.25,-41.25,33.61,56.93203931
18.41,-42.52,35.89,58.60862223
23.15,-42.52,37.97,61.52717936
19.46,-44.03,39.63,62.35278181
21.04,-43.53,40.04,62.77534628
22.09,-43.02,40.87,63.31702299
26.83,-44.03,39.63,65.03096724
27.62,-44.29,38.18,64.66978352
31.83,-43.28,41.08,67.63041993
33.93,-42.26,40.25,67.50714777
34.72,-46.06,42.95,71.91456389
-1.05,-61.25,37.14,71.63829004
-79.45,14.17,15.14,82.11157653
-43.67,-36.95,52.08,77.36082859
-29.2,-39.23,56.85,74.99036871
-71.55,24.29,19.71,78.08899218
